Ward No.,Household,Total Population,Total Male,Total Female
1,330,1737,862,875
2,588,3089,1559,1530
3,725,3932,1916,2016
4,632,3259,1550,1709
5,689,3310,1543,1767
6,553,2872,1396,1476
7,822,3793,1769,2024
8,690,3182,1497,1685
9,581,3104,1495,1609
10,582,2926,1448,1478
11,637,2997,1413,1584
12,519,2666,1334,1332
13,751,3831,1820,2011
Total,8099,40698,19602,21096
