Ward No.,Household,Total Population,Total Male,Total Female
1,789,4009,1995,2014
2,539,2631,1280,1351
3,621,2826,1345,1481
4,753,3606,1756,1850
5,807,3728,1818,1910
Total,3509,16800,8194,8606
