Ward No.,Household,Total Population,Total Male,Total Female
1,311,1424,612,812
2,450,2022,902,1120
3,566,2757,1186,1571
4,617,2894,1333,1561
5,418,1966,869,1097
6,459,2143,937,1206
7,473,2175,956,1219
Total,3294,15381,6795,8586
