Ward No.,Household,Total Population,Total Male,Total Female
1,444,1854,816,1038
2,477,2219,969,1250
3,551,2516,1097,1419
4,383,1718,719,999
5,508,2415,1064,1351
6,578,2681,1184,1497
Total,2941,13403,5849,7554
