Ward No.,Household,Total Population,Total Male,Total Female
1,574,2312,1039,1273
2,704,2796,1251,1545
3,486,1857,809,1048
4,517,1958,873,1085
5,1076,4228,1806,2422
6,1201,4614,1954,2660
7,486,1779,783,996
8,435,1740,767,973
Total,5479,21284,9282,12002
