Ward No.,Household,Total Population,Total Male,Total Female
1,603,3617,1892,1725
2,942,5176,2616,2560
3,591,3497,1824,1673
4,560,3255,1710,1545
5,975,5985,3107,2878
Total,3671,21530,11149,10381
