Ward No.,Household,Total Population,Total Male,Total Female
1,561,3593,1898,1695
2,582,3762,1981,1781
3,949,5993,3066,2927
4,794,4398,2192,2206
5,556,3457,1860,1597
6,688,4279,2269,2010
Total,4130,25482,13266,12216
