Ward No.,Household,Total Population,Total Male,Total Female
1,578,3047,1544,1503
2,698,4039,2146,1893
3,741,4352,2209,2143
4,817,4889,2545,2344
5,883,5068,2450,2618
Total,3717,21395,10894,10501
