Ward No.,Household,Total Population,Total Male,Total Female
1,1006,5370,2562,2808
2,958,5008,2417,2591
3,507,3064,1611,1453
4,454,2525,1301,1224
5,485,2996,1582,1414
6,593,3615,1858,1757
Total,4003,22578,11331,11247
