Ward No.,Household,Total Population,Total Male,Total Female
1,783,4460,2308,2152
2,774,3986,2021,1965
3,785,4754,2454,2300
4,727,4263,2235,2028
5,693,3646,1753,1893
6,591,3481,1806,1675
7,642,3661,1843,1818
Total,4995,28251,14420,13831
