Ward No.,Household,Total Population,Total Male,Total Female
1,1324,6789,3168,3621
2,1473,7117,3279,3838
3,1192,5986,2786,3200
4,1368,6499,3066,3433
5,1727,8532,4058,4474
6,1587,7440,3394,4046
7,569,2820,1320,1500
8,1826,9235,4301,4934
Total,11066,54418,25372,29046
