Ward No.,Household,Total Population,Total Male,Total Female
1,756,3555,1535,2020
2,2003,8626,3700,4926
3,1499,6914,3136,3778
4,1341,5757,2505,3252
5,1074,6026,2928,3098
6,1075,5485,2643,2842
7,1412,8156,4004,4152
8,1128,6442,3053,3389
Total,10288,50961,23504,27457
