Ward No.,Household,Total Population,Total Male,Total Female
1,934,5628,2832,2796
2,831,5609,2859,2750
3,709,4689,2410,2279
4,859,5106,2674,2432
5,1400,7740,4073,3667
6,1175,6170,3130,3040
Total,5908,34942,17978,16964
