Ward No.,Household,Total Population,Total Male,Total Female
1,622,2907,1327,1580
2,2006,8863,4179,4684
3,806,4090,2018,2072
4,456,2535,1231,1304
5,1145,4795,2241,2554
6,627,2968,1478,1490
7,425,2434,1222,1212
8,667,3279,1611,1668
9,529,2747,1353,1394
10,1391,6140,2924,3216
11,2808,10527,5235,5292
12,1530,6904,3245,3659
13,823,3988,1859,2129
14,811,3987,1962,2025
15,837,4483,2227,2256
Total,15483,70647,34112,36535
