Ward No.,Household,Total Population,Total Male,Total Female
1,1016,4600,1956,2644
2,970,4618,1970,2648
3,695,3365,1407,1958
4,940,4512,2006,2506
5,511,2862,1268,1594
Total,4132,19957,8607,11350
