Ward No.,Household,Total Population,Total Male,Total Female
1,389,2130,1071,1059
2,348,1964,970,994
3,538,3107,1474,1633
4,386,2110,1016,1094
5,368,2030,935,1095
6,408,2372,1145,1227
7,331,2031,1007,1024
8,512,2787,1328,1459
Total,3280,18531,8946,9585
