Ward No.,Household,Total Population,Total Male,Total Female
1,205,1110,501,609
2,389,1908,888,1020
3,479,2431,1133,1298
4,337,1672,809,863
5,365,1907,871,1036
6,396,1959,892,1067
7,325,1613,734,879
8,600,2981,1411,1570
Total,3096,15581,7239,8342
