Ward No.,Household,Total Population,Total Male,Total Female
1,97,649,319,330
2,146,883,432,451
3,275,1695,845,850
4,246,1456,728,728
5,123,866,453,413
6,198,1230,602,628
Total,1085,6779,3379,3400
