Ward No.,Household,Total Population,Total Male,Total Female
1,451,2426,1123,1303
2,503,2624,1207,1417
3,410,2106,945,1161
4,575,2977,1367,1610
5,508,2578,1173,1405
6,404,2127,939,1188
Total,2851,14838,6754,8084
