Ward No.,Household,Total Population,Total Male,Total Female
1,214,1177,606,571
2,266,1691,856,835
3,367,2301,1167,1134
4,270,1626,792,834
5,242,1288,629,659
6,251,1314,656,658
7,293,1762,865,897
8,344,2057,1019,1038
Total,2247,13216,6590,6626
