Ward No.,Household,Total Population,Total Male,Total Female
1,250,1352,677,675
2,236,1329,658,651
3,336,1772,870,902
4,332,2018,1008,1010
5,194,1221,633,588
6,182,1201,610,591
7,189,1223,637,586
8,261,1720,860,860
9,270,1771,913,858
Total,2250,13607,6866,6741
