Ward No.,Household,Total Population,Total Male,Total Female
1,297,1461,676,785
2,480,2406,1186,1220
3,457,2214,1079,1135
4,396,2032,971,1061
5,322,1460,719,741
6,511,2205,1122,1083
7,62,239,127,112
Total,2525,12017,5880,6137
