Ward No.,Household,Total Population,Total Male,Total Female
1,417,2097,964,1133
2,329,1651,770,881
3,394,1895,924,971
4,361,1918,889,1029
5,349,1741,833,908
6,344,1735,814,921
Total,2194,11037,5194,5843
