Ward No.,Household,Total Population,Total Male,Total Female
1,537,2646,1192,1454
2,582,2647,1219,1428
3,632,3170,1476,1694
4,526,2776,1342,1434
5,659,3260,1565,1695
6,805,3759,1663,2096
7,714,3226,1526,1700
Total,4455,21484,9983,11501
