Ward No.,Household,Total Population,Total Male,Total Female
1,103,676,342,334
2,225,1343,690,653
3,232,1467,740,727
4,181,926,478,448
5,296,1589,782,807
6,236,1307,650,657
7,174,1015,513,502
Total,1447,8323,4195,4128
