Ward No.,Household,Total Population,Total Male,Total Female
1,873,4103,2010,2093
2,841,3961,1928,2033
3,1907,8065,4106,3959
4,1474,5695,2915,2780
5,1971,7625,3880,3745
6,2124,8060,4175,3885
7,2633,10026,5122,4904
8,3479,12936,6669,6267
9,4216,16283,8521,7762
10,2932,10730,5535,5195
11,3111,11548,5848,5700
Total,25561,99032,50709,48323
