Ward No.,Household,Total Population,Total Male,Total Female
1,432,2267,1040,1227
2,373,1966,884,1082
3,386,2179,986,1193
4,323,1741,746,995
5,404,2266,1031,1235
6,368,1752,822,930
7,420,2179,983,1196
8,271,1476,664,812
9,329,1867,848,1019
10,303,1711,835,876
Total,3609,19404,8839,10565
