Ward No.,Household,Total Population,Total Male,Total Female
1,197,604,281,323
2,256,711,320,391
3,572,2510,1171,1339
4,187,575,273,302
5,208,612,288,324
6,266,928,434,494
7,263,983,491,492
Total,1949,6923,3258,3665
