Ward No.,Household,Total Population,Total Male,Total Female
1,572,2440,1103,1337
2,681,2725,1240,1485
3,907,3450,1488,1962
4,785,3036,1347,1689
5,746,2857,1261,1596
6,694,2986,1348,1638
7,771,3147,1396,1751
8,740,2987,1338,1649
Total,5896,23628,10521,13107
