Ward No.,Household,Total Population,Total Male,Total Female
1,192,783,356,427
2,581,2465,1103,1362
3,427,1857,823,1034
4,529,2161,972,1189
5,535,2303,1061,1242
6,414,1837,860,977
7,450,1823,802,1021
Total,3128,13229,5977,7252
