Ward No.,Household,Total Population,Total Male,Total Female
1,1015,3827,1593,2234
2,524,2099,901,1198
3,514,2122,915,1207
4,881,3570,1501,2069
5,494,1965,862,1103
6,831,3406,1443,1963
7,547,2239,1008,1231
8,632,2805,1273,1532
Total,5438,22033,9496,12537
