Ward No.,Household,Total Population,Total Male,Total Female
1,595,2795,1311,1484
2,542,2270,1077,1193
3,744,3255,1533,1722
4,392,1756,844,912
5,469,2129,993,1136
6,894,3924,1756,2168
Total,3636,16129,7514,8615
