Ward No.,Household,Total Population,Total Male,Total Female
1,510,2177,1065,1112
2,395,1575,754,821
3,240,1035,467,568
4,413,1620,733,887
5,800,3111,1533,1578
6,469,1859,917,942
7,472,2047,984,1063
8,873,3602,1600,2002
9,328,1347,643,704
10,480,2026,931,1095
Total,4980,20399,9627,10772
