Ward No.,Household,Total Population,Total Male,Total Female
1,1562,6995,3202,3793
2,1495,6531,2980,3551
3,1417,5857,2738,3119
4,1595,6980,3188,3792
5,855,3455,1564,1891
6,1066,4680,2264,2416
7,1737,7663,3551,4112
8,1475,6512,2949,3563
9,1328,6023,2712,3311
Total,12530,54696,25148,29548
