Ward No.,Household,Total Population,Total Male,Total Female
1,1252,6268,3135,3133
2,1265,6831,3475,3356
3,1338,6917,3572,3345
4,1305,6795,3461,3334
5,1183,6006,2998,3008
6,682,3312,1660,1652
7,1150,5690,2817,2873
Total,8175,41819,21118,20701
