Ward No.,Household,Total Population,Total Male,Total Female
1,963,4393,2204,2189
2,1254,5387,2639,2748
3,934,3609,1681,1928
4,1209,4792,2256,2536
5,1439,5803,2783,3020
6,1116,4664,2231,2433
7,1005,4069,1891,2178
Total,7920,32717,15685,17032
