Ward No.,Household,Total Population,Total Male,Total Female
1,1121,4830,2281,2549
2,1368,5941,2758,3183
3,1174,5232,2449,2783
4,1174,5242,2363,2879
5,1558,6776,3107,3669
6,1340,5771,2613,3158
7,948,4241,1916,2325
Total,8683,38033,17487,20546
