Ward No.,Household,Total Population,Total Male,Total Female
1,937,3598,1708,1890
2,532,2112,972,1140
3,221,1015,470,545
4,331,1496,681,815
5,217,1001,467,534
6,527,2256,1036,1220
7,448,1900,882,1018
8,342,1713,799,914
9,568,2546,1183,1363
10,472,2022,911,1111
Total,4595,19659,9109,10550
