Ward No.,Household,Total Population,Total Male,Total Female
1,919,4316,1986,2330
2,1007,4727,2150,2577
3,758,3563,1633,1930
4,504,2248,1047,1201
5,616,2846,1305,1541
Total,3804,17700,8121,9579
