Ward No.,Household,Total Population,Total Male,Total Female
1,217,973,440,533
2,258,1188,545,643
3,250,1113,513,600
4,285,1227,564,663
5,396,1828,825,1003
6,388,1749,796,953
Total,1794,8078,3683,4395
