Ward No.,Household,Total Population,Total Male,Total Female
1,443,1986,898,1088
2,731,3322,1526,1796
3,455,2097,963,1134
4,529,2509,1145,1364
5,807,3727,1746,1981
6,671,3074,1401,1673
Total,3636,16715,7679,9036
