Ward No.,Household,Total Population,Total Male,Total Female
1,539,3344,1670,1674
2,513,3096,1548,1548
3,696,3712,1740,1972
4,537,3004,1461,1543
5,683,3635,1674,1961
6,472,2554,1131,1423
7,670,3579,1766,1813
Total,4110,22924,10990,11934
