Ward No.,Household,Total Population,Total Male,Total Female
1,590,3677,1714,1963
2,652,3965,1927,2038
3,271,1756,839,917
4,474,2904,1355,1549
5,460,2823,1285,1538
6,324,1990,945,1045
Total,2771,17115,8065,9050
