Ward No.,Household,Total Population,Total Male,Total Female
1,655,3197,1428,1769
2,665,3410,1531,1879
3,634,3440,1516,1924
4,530,3064,1381,1683
5,451,2498,1101,1397
6,549,3018,1352,1666
Total,3484,18627,8309,10318
