Ward No.,Household,Total Population,Total Male,Total Female
1,592,2834,1199,1635
2,640,2979,1276,1703
3,998,4255,1739,2516
4,1358,5100,2284,2816
5,532,2518,1046,1472
Total,4120,17686,7544,10142
