Ward No.,Household,Total Population,Total Male,Total Female
1,636,3584,1614,1970
2,588,3545,1646,1899
3,525,2874,1279,1595
4,622,3103,1393,1710
5,882,4757,2166,2591
6,1019,4669,2019,2650
7,597,3007,1298,1709
8,940,4753,2205,2548
Total,5809,30292,13620,16672
