Ward No.,Household,Total Population,Total Male,Total Female
1,655,3439,1475,1964
2,1058,4887,2132,2755
3,925,3868,1593,2275
4,823,3408,1397,2011
5,850,3594,1409,2185
6,613,2786,1145,1641
7,705,2962,1178,1784
8,596,2423,978,1445
9,743,3573,1478,2095
Total,6968,30940,12785,18155
