Ward No.,Household,Total Population,Total Male,Total Female
1,573,2889,1265,1624
2,606,3118,1373,1745
3,760,3462,1496,1966
4,604,3155,1364,1791
5,525,2434,1079,1355
Total,3068,15058,6577,8481
