Ward No.,Household,Total Population,Total Male,Total Female
1,908,5028,2482,2546
2,950,5691,2734,2957
3,753,4070,1948,2122
4,788,4626,2217,2409
5,790,4882,2410,2472
6,943,5512,2674,2838
7,943,5481,2827,2654
8,723,5219,2562,2657
Total,6798,40509,19854,20655
