Ward No.,Household,Total Population,Total Male,Total Female
1,1039,6199,3055,3144
2,981,6138,2941,3197
3,723,4053,2061,1992
4,1418,7820,3919,3901
5,895,5705,2932,2773
6,948,5903,2787,3116
7,838,5028,2444,2584
Total,6842,40846,20139,20707
