Ward No.,Household,Total Population,Total Male,Total Female
1,839,4199,2105,2094
2,756,4164,2141,2023
3,828,4426,2281,2145
4,1009,4790,2418,2372
5,1431,7155,3599,3556
6,1390,6444,3182,3262
Total,6253,31178,15726,15452
