Ward No.,Household,Total Population,Total Male,Total Female
1,756,3882,1858,2024
2,868,4059,1839,2220
3,855,3871,1760,2111
4,1385,6235,2760,3475
5,1261,5673,2575,3098
6,1049,4516,2032,2484
7,1211,5237,2376,2861
8,779,3770,1764,2006
9,1406,6753,3018,3735
10,949,4578,2100,2478
Total,10519,48574,22082,26492
