Ward No.,Household,Total Population,Total Male,Total Female
1,889,4059,1881,2178
2,987,4692,2159,2533
3,1523,6875,3225,3650
4,1058,4703,2164,2539
5,1364,6131,2911,3220
6,1686,7483,3628,3855
7,1455,6617,3000,3617
8,998,4439,2007,2432
9,958,4286,2011,2275
10,1580,6607,3077,3530
11,2636,10587,5076,5511
12,1225,5526,2663,2863
13,1018,4660,2191,2469
14,518,2678,1271,1407
15,782,4350,2110,2240
16,807,3864,1847,2017
Total,19484,87557,41221,46336
