Ward No.,Household,Total Population,Total Male,Total Female
1,431,2266,1080,1186
2,463,2344,1076,1268
3,538,2904,1383,1521
4,472,2298,1070,1228
5,412,2180,1053,1127
Total,2316,11992,5662,6330
