Ward No.,Household,Total Population,Total Male,Total Female
1,507,2722,1275,1447
2,480,2429,1091,1338
3,587,3256,1493,1763
4,446,2490,1237,1253
5,683,3665,1833,1832
Total,2703,14562,6929,7633
