Ward No.,Household,Total Population,Total Male,Total Female
1,416,2192,1052,1140
2,635,3039,1447,1592
3,562,2918,1408,1510
4,615,3008,1411,1597
5,589,3052,1439,1613
6,441,2307,1084,1223
7,931,4511,2151,2360
8,477,2454,1187,1267
Total,4666,23481,11179,12302
