Ward No.,Household,Total Population,Total Male,Total Female
1,540,2427,1002,1425
2,435,2114,972,1142
3,769,3536,1507,2029
4,704,3383,1468,1915
5,542,3108,1399,1709
6,574,2943,1292,1651
7,610,3436,1634,1802
8,556,3298,1605,1693
Total,4730,24245,10879,13366
