Ward No.,Household,Total Population,Total Male,Total Female
1,1154,5890,2700,3190
2,856,4867,2395,2472
3,863,4565,2236,2329
4,951,5128,2500,2628
5,1080,5844,2866,2978
6,1260,6446,3043,3403
7,916,4984,2350,2634
8,187,868,399,469
Total,7267,38592,18489,20103
