Ward No.,Household,Total Population,Total Male,Total Female
1,656,3117,1454,1663
2,939,4670,2224,2446
3,992,4334,1951,2383
4,808,3649,1584,2065
5,552,2786,1303,1483
6,645,3141,1439,1702
7,736,3506,1640,1866
Total,5328,25203,11595,13608
