Ward No.,Household,Total Population,Total Male,Total Female
1,529,2860,1405,1455
2,349,1942,965,977
3,371,2039,999,1040
4,805,4169,1988,2181
5,548,2821,1337,1484
6,620,3200,1557,1643
7,459,2298,1149,1149
Total,3681,19329,9400,9929
