Ward No.,Household,Total Population,Total Male,Total Female
1,531,2799,1375,1424
2,808,4183,2025,2158
3,574,2731,1294,1437
4,663,3093,1493,1600
5,735,3620,1764,1856
6,668,3286,1566,1720
7,654,3525,1721,1804
8,370,2085,1041,1044
Total,5003,25322,12279,13043
