Ward No.,Household,Total Population,Total Male,Total Female
1,797,3840,1829,2011
2,597,3013,1485,1528
3,977,4871,2357,2514
4,548,2990,1455,1535
5,757,3701,1764,1937
6,1441,7019,3413,3606
7,1311,6119,2944,3175
8,581,2777,1334,1443
9,882,4069,1939,2130
Total,7891,38399,18520,19879
