Ward No.,Household,Total Population,Total Male,Total Female
1,503,2441,1121,1320
2,750,3286,1412,1874
3,486,2172,947,1225
4,541,3057,1398,1659
5,216,1515,671,844
6,502,3263,1441,1822
Total,2998,15734,6990,8744
