Ward No.,Household,Total Population,Total Male,Total Female
1,1210,5042,2430,2612
2,2029,7517,3804,3713
3,574,3024,1452,1572
4,919,3818,1855,1963
5,1281,5319,2520,2799
6,531,2518,1228,1290
7,523,2383,1154,1229
8,717,3056,1440,1616
9,372,1510,740,770
10,833,3630,1804,1826
11,759,3320,1587,1733
12,641,2809,1308,1501
13,790,3268,1555,1713
14,751,3370,1540,1830
15,534,2460,1129,1331
16,488,2076,980,1096
17,316,1435,646,789
18,355,2286,1037,1249
Total,13623,58841,28209,30632
